hotel_name,room_name,room_description,capacity_adults,capacity_children,season_name,start_date,end_date,rate,currency,meal_plan,age_band_from,age_band_to,discount_pct,free_of_charge,margin,ignore_proposal_margin,contract_year,notes
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,2026.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,15.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,3.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Set Menu or Buffet Lunch,Set Menu or Buffet Lunch,2,0,January,2026-01-07,2026-01-31,28.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Set Menu or Buffet Lunch,Set Menu or Buffet Lunch,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Set Menu or Buffet Lunch,Set Menu or Buffet Lunch,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Set Menu or Buffet Dinner,Set Menu or Buffet Dinner,2,0,January,2026-01-07,2026-01-31,35.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Set Menu or Buffet Dinner,Set Menu or Buffet Dinner,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Set Menu or Buffet Dinner,Set Menu or Buffet Dinner,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Above,Above,2,0,January,2026-01-07,2026-01-31,18.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Above,Above,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Above,Above,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,5.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,The Hotel check,The Hotel check,2,0,January,2026-01-07,2026-01-31,2.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,The Hotel check,The Hotel check,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,The Hotel check,The Hotel check,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Check,Check,2,0,January,2026-01-07,2026-01-31,10.0,USD,AI,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Check,Check,2,0,January,2026-01-07,2026-01-31,0.0,USD,AI,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Check,Check,2,0,January,2026-01-07,2026-01-31,0.0,USD,AI,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Check,Check,2,0,January,2026-01-07,2026-01-31,14.0,USD,AI,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Check,Check,2,0,January,2026-01-07,2026-01-31,0.0,USD,AI,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Check,Check,2,0,January,2026-01-07,2026-01-31,0.0,USD,AI,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,50.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,8.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Day-use rooms are available at above,Day-use rooms are available at above,2,0,January,2026-01-07,2026-01-31,10.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Day-use rooms are available at above,Day-use rooms are available at above,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Day-use rooms are available at above,Day-use rooms are available at above,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,9.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,30.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,10.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Full pre,Full pre,2,0,January,2026-01-07,2026-01-31,30.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Full pre,Full pre,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Full pre,Full pre,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,20.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,11.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,29.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,14.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,12.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,13.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,7.1,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Account number,Account number,2,0,January,2026-01-07,2026-01-31,2.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Account number,Account number,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Account number,Account number,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Account number,Account number,2,0,January,2026-01-07,2026-01-31,1.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Account number,Account number,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Account number,Account number,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,17.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Room,Room,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
20260304 100101 Kiwoito Africa Safaris Sto,Date,Date,2,0,January,2026-01-07,2026-01-31,6.0,USD,,18,99,0.0,FALSE,0.0,0,2026,
20260304 100101 Kiwoito Africa Safaris Sto,Date,Date,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,0.0,TRUE,0.0,0,2026,Children up to five (05) years of age staying at their parent’s room stay free of charge with a maximum of two (02) chil
20260304 100101 Kiwoito Africa Safaris Sto,Date,Date,2,0,January,2026-01-07,2026-01-31,0.0,USD,,2,11,50.0,TRUE,0.0,0,2026,50% discount on buffet breakfast and buffet dinner (when booked on Half Board basis) with a maximum of two (02) children
